time_ms,channel,thingId,phase,lat_rules_db_ms
1758587925125,live,org.eclipse.ditto:lightswitch:demo,after_db,3.577
1758587925168,live,org.eclipse.ditto:lightswitch:demo,after_db,3.155
1758587925174,live,org.eclipse.ditto:lightswitch:demo,after_db,3.155
1758587925182,live,org.eclipse.ditto:lightswitch:demo,after_db,3.643
1758587925188,live,org.eclipse.ditto:lightswitch:demo,after_db,3.643
1758587925220,live,org.eclipse.ditto:lightswitch:demo,after_db,3.839
1758587925226,live,org.eclipse.ditto:lightswitch:demo,after_db,3.839
1758587925330,live,org.eclipse.ditto:lightswitch:demo,after_db,3.934
1758587925336,live,org.eclipse.ditto:lightswitch:demo,after_db,3.934
1758587925347,live,org.eclipse.ditto:lightswitch:demo,after_db,3.191
1758587925353,live,org.eclipse.ditto:lightswitch:demo,after_db,3.191
1758587925361,live,org.eclipse.ditto:lightswitch:demo,after_db,3.441
1758587925370,live,org.eclipse.ditto:lightswitch:demo,after_db,3.441
1758587925461,live,org.eclipse.ditto:lightswitch:demo,after_db,3.569
1758587925467,live,org.eclipse.ditto:lightswitch:demo,after_db,3.569
1758587925521,live,org.eclipse.ditto:lightswitch:demo,after_db,3.68
1758587925527,live,org.eclipse.ditto:lightswitch:demo,after_db,3.68
1758587925535,live,org.eclipse.ditto:lightswitch:demo,after_db,3.114
1758587925544,live,org.eclipse.ditto:lightswitch:demo,after_db,3.114
1758587925576,live,org.eclipse.ditto:lightswitch:demo,after_db,3.265
1758587925583,live,org.eclipse.ditto:lightswitch:demo,after_db,3.265
1758587925643,live,org.eclipse.ditto:lightswitch:demo,after_db,2.943
1758587925649,live,org.eclipse.ditto:lightswitch:demo,after_db,2.943
1758587925679,live,org.eclipse.ditto:lightswitch:demo,after_db,2.726
1758587925685,live,org.eclipse.ditto:lightswitch:demo,after_db,2.726
1758587925711,live,org.eclipse.ditto:lightswitch:demo,after_db,3.683
1758587925717,live,org.eclipse.ditto:lightswitch:demo,after_db,3.683
1758587925726,live,org.eclipse.ditto:lightswitch:demo,after_db,2.972
1758587925735,live,org.eclipse.ditto:lightswitch:demo,after_db,2.972
1758587925789,live,org.eclipse.ditto:lightswitch:demo,after_db,2.718
1758587925796,live,org.eclipse.ditto:lightswitch:demo,after_db,2.718
1758587925804,live,org.eclipse.ditto:lightswitch:demo,after_db,3.186
1758587925810,live,org.eclipse.ditto:lightswitch:demo,after_db,3.186
1758587925897,live,org.eclipse.ditto:lightswitch:demo,after_db,3.03
1758587925903,live,org.eclipse.ditto:lightswitch:demo,after_db,3.03
1758587925913,live,org.eclipse.ditto:lightswitch:demo,after_db,2.977
1758587925918,live,org.eclipse.ditto:lightswitch:demo,after_db,2.977
1758587925991,live,org.eclipse.ditto:lightswitch:demo,after_db,2.822
1758587925997,live,org.eclipse.ditto:lightswitch:demo,after_db,2.822
1758587926028,live,org.eclipse.ditto:lightswitch:demo,after_db,2.529
1758587926035,live,org.eclipse.ditto:lightswitch:demo,after_db,2.529
1758587926061,live,org.eclipse.ditto:lightswitch:demo,after_db,3.395
1758587926067,live,org.eclipse.ditto:lightswitch:demo,after_db,3.395
1758587926163,live,org.eclipse.ditto:lightswitch:demo,after_db,2.833
1758587926169,live,org.eclipse.ditto:lightswitch:demo,after_db,2.833
1758587926181,live,org.eclipse.ditto:lightswitch:demo,after_db,3.114
1758587926189,live,org.eclipse.ditto:lightswitch:demo,after_db,3.114
1758587926235,live,org.eclipse.ditto:lightswitch:demo,after_db,3.296
1758587926242,live,org.eclipse.ditto:lightswitch:demo,after_db,3.296
1758587926278,live,org.eclipse.ditto:lightswitch:demo,after_db,3.506
1758587926284,live,org.eclipse.ditto:lightswitch:demo,after_db,3.506
1758587926340,live,org.eclipse.ditto:lightswitch:demo,after_db,3.706
1758587926346,live,org.eclipse.ditto:lightswitch:demo,after_db,3.706
1758587926354,live,org.eclipse.ditto:lightswitch:demo,after_db,3.538
1758587926362,live,org.eclipse.ditto:lightswitch:demo,after_db,3.538
1758587926402,live,org.eclipse.ditto:lightswitch:demo,after_db,3.797
1758587926408,live,org.eclipse.ditto:lightswitch:demo,after_db,3.797
1758587926440,live,org.eclipse.ditto:lightswitch:demo,after_db,3.618
1758587926446,live,org.eclipse.ditto:lightswitch:demo,after_db,3.618
1758587926494,live,org.eclipse.ditto:lightswitch:demo,after_db,3.485
1758587926501,live,org.eclipse.ditto:lightswitch:demo,after_db,3.485
1758587926525,live,org.eclipse.ditto:lightswitch:demo,after_db,3.338
1758587926531,live,org.eclipse.ditto:lightswitch:demo,after_db,3.338
1758587926567,live,org.eclipse.ditto:lightswitch:demo,after_db,2.886
1758587926573,live,org.eclipse.ditto:lightswitch:demo,after_db,2.886
1758587926581,live,org.eclipse.ditto:lightswitch:demo,after_db,2.882
1758587926588,live,org.eclipse.ditto:lightswitch:demo,after_db,2.882
1758587926664,live,org.eclipse.ditto:lightswitch:demo,after_db,3.087
1758587926671,live,org.eclipse.ditto:lightswitch:demo,after_db,3.087
1758587926689,live,org.eclipse.ditto:lightswitch:demo,after_db,2.69
1758587926695,live,org.eclipse.ditto:lightswitch:demo,after_db,2.69
1758587926745,live,org.eclipse.ditto:lightswitch:demo,after_db,2.602
1758587926751,live,org.eclipse.ditto:lightswitch:demo,after_db,2.602
1758587926761,live,org.eclipse.ditto:lightswitch:demo,after_db,3.017
1758587926770,live,org.eclipse.ditto:lightswitch:demo,after_db,3.017
1758587926779,live,org.eclipse.ditto:lightswitch:demo,after_db,3.721
1758587926786,live,org.eclipse.ditto:lightswitch:demo,after_db,3.721
1758587926807,live,org.eclipse.ditto:lightswitch:demo,after_db,3.771
1758587926814,live,org.eclipse.ditto:lightswitch:demo,after_db,3.771
1758587926835,live,org.eclipse.ditto:lightswitch:demo,after_db,3.951
1758587926842,live,org.eclipse.ditto:lightswitch:demo,after_db,3.951
1758587926850,live,org.eclipse.ditto:lightswitch:demo,after_db,3.196
1758587926857,live,org.eclipse.ditto:lightswitch:demo,after_db,3.196
1758587926885,live,org.eclipse.ditto:lightswitch:demo,after_db,2.721
1758587926892,live,org.eclipse.ditto:lightswitch:demo,after_db,2.721
1758587926991,live,org.eclipse.ditto:lightswitch:demo,after_db,2.677
1758587926998,live,org.eclipse.ditto:lightswitch:demo,after_db,2.677
1758587927024,live,org.eclipse.ditto:lightswitch:demo,after_db,2.664
1758587927031,live,org.eclipse.ditto:lightswitch:demo,after_db,2.664
1758587927039,live,org.eclipse.ditto:lightswitch:demo,after_db,3.745
1758587927050,live,org.eclipse.ditto:lightswitch:demo,after_db,3.745
1758587927177,live,org.eclipse.ditto:lightswitch:demo,after_db,2.864
1758587927184,live,org.eclipse.ditto:lightswitch:demo,after_db,2.864
1758587927193,live,org.eclipse.ditto:lightswitch:demo,after_db,3.92
1758587927199,live,org.eclipse.ditto:lightswitch:demo,after_db,3.92
1758587927214,live,org.eclipse.ditto:lightswitch:demo,after_db,3.908
1758587927219,live,org.eclipse.ditto:lightswitch:demo,after_db,3.908
1758587927244,live,org.eclipse.ditto:lightswitch:demo,after_db,3.353
1758587927251,live,org.eclipse.ditto:lightswitch:demo,after_db,3.353
1758587927272,live,org.eclipse.ditto:lightswitch:demo,after_db,3.014
1758587927279,live,org.eclipse.ditto:lightswitch:demo,after_db,3.014
1758587927335,live,org.eclipse.ditto:lightswitch:demo,after_db,3.329
1758587927341,live,org.eclipse.ditto:lightswitch:demo,after_db,3.329
1758587927406,live,org.eclipse.ditto:lightswitch:demo,after_db,2.503
1758587927413,live,org.eclipse.ditto:lightswitch:demo,after_db,2.503
1758587927440,live,org.eclipse.ditto:lightswitch:demo,after_db,3.543
1758587927447,live,org.eclipse.ditto:lightswitch:demo,after_db,3.543
1758587927465,live,org.eclipse.ditto:lightswitch:demo,after_db,3.536
1758587927472,live,org.eclipse.ditto:lightswitch:demo,after_db,3.536
1758587927497,live,org.eclipse.ditto:lightswitch:demo,after_db,3.893
1758587927504,live,org.eclipse.ditto:lightswitch:demo,after_db,3.893
1758587927554,live,org.eclipse.ditto:lightswitch:demo,after_db,3.582
1758587927561,live,org.eclipse.ditto:lightswitch:demo,after_db,3.582
1758587927592,live,org.eclipse.ditto:lightswitch:demo,after_db,3.864
1758587927599,live,org.eclipse.ditto:lightswitch:demo,after_db,3.864
1758587927619,live,org.eclipse.ditto:lightswitch:demo,after_db,2.97
1758587927625,live,org.eclipse.ditto:lightswitch:demo,after_db,2.97
1758587927671,live,org.eclipse.ditto:lightswitch:demo,after_db,3.877
1758587927678,live,org.eclipse.ditto:lightswitch:demo,after_db,3.877
1758587927724,live,org.eclipse.ditto:lightswitch:demo,after_db,2.698
1758587927735,live,org.eclipse.ditto:lightswitch:demo,after_db,2.698
1758587927750,live,org.eclipse.ditto:lightswitch:demo,after_db,2.674
1758587927757,live,org.eclipse.ditto:lightswitch:demo,after_db,2.674
1758587927767,live,org.eclipse.ditto:lightswitch:demo,after_db,3.563
1758587927773,live,org.eclipse.ditto:lightswitch:demo,after_db,3.563
1758587927781,live,org.eclipse.ditto:lightswitch:demo,after_db,3.321
1758587927787,live,org.eclipse.ditto:lightswitch:demo,after_db,3.321
1758587927921,live,org.eclipse.ditto:lightswitch:demo,after_db,3.588
1758587927927,live,org.eclipse.ditto:lightswitch:demo,after_db,3.588
1758587927935,live,org.eclipse.ditto:lightswitch:demo,after_db,3.475
1758587927942,live,org.eclipse.ditto:lightswitch:demo,after_db,3.475
1758587927958,live,org.eclipse.ditto:lightswitch:demo,after_db,3.29
1758587927964,live,org.eclipse.ditto:lightswitch:demo,after_db,3.29
1758587928003,live,org.eclipse.ditto:lightswitch:demo,after_db,2.996
1758587928009,live,org.eclipse.ditto:lightswitch:demo,after_db,2.996
1758587928060,live,org.eclipse.ditto:lightswitch:demo,after_db,3.603
1758587928066,live,org.eclipse.ditto:lightswitch:demo,after_db,3.603
1758587928150,live,org.eclipse.ditto:lightswitch:demo,after_db,2.839
1758587928157,live,org.eclipse.ditto:lightswitch:demo,after_db,2.839
1758587928166,live,org.eclipse.ditto:lightswitch:demo,after_db,3.777
1758587928175,live,org.eclipse.ditto:lightswitch:demo,after_db,3.777
1758587928240,live,org.eclipse.ditto:lightswitch:demo,after_db,2.617
1758587928247,live,org.eclipse.ditto:lightswitch:demo,after_db,2.617
1758587928290,live,org.eclipse.ditto:lightswitch:demo,after_db,3.853
1758587928296,live,org.eclipse.ditto:lightswitch:demo,after_db,3.853
1758587928305,live,org.eclipse.ditto:lightswitch:demo,after_db,3.901
1758587928311,live,org.eclipse.ditto:lightswitch:demo,after_db,3.901
1758587928385,live,org.eclipse.ditto:lightswitch:demo,after_db,3.517
1758587928392,live,org.eclipse.ditto:lightswitch:demo,after_db,3.517
1758587928400,live,org.eclipse.ditto:lightswitch:demo,after_db,2.503
1758587928408,live,org.eclipse.ditto:lightswitch:demo,after_db,2.503
1758587928415,live,org.eclipse.ditto:lightswitch:demo,after_db,3.083
1758587928420,live,org.eclipse.ditto:lightswitch:demo,after_db,3.083
1758587928479,live,org.eclipse.ditto:lightswitch:demo,after_db,2.732
1758587928486,live,org.eclipse.ditto:lightswitch:demo,after_db,2.732
1758587928494,live,org.eclipse.ditto:lightswitch:demo,after_db,2.955
1758587928502,live,org.eclipse.ditto:lightswitch:demo,after_db,2.955
1758587928519,live,org.eclipse.ditto:lightswitch:demo,after_db,3.483
1758587928525,live,org.eclipse.ditto:lightswitch:demo,after_db,3.483
1758587928547,live,org.eclipse.ditto:lightswitch:demo,after_db,3.575
1758587928553,live,org.eclipse.ditto:lightswitch:demo,after_db,3.575
1758587928659,live,org.eclipse.ditto:lightswitch:demo,after_db,3.796
1758587928666,live,org.eclipse.ditto:lightswitch:demo,after_db,3.796
1758587928690,live,org.eclipse.ditto:lightswitch:demo,after_db,3.976
1758587928696,live,org.eclipse.ditto:lightswitch:demo,after_db,3.976
1758587928712,live,org.eclipse.ditto:lightswitch:demo,after_db,2.94
1758587928718,live,org.eclipse.ditto:lightswitch:demo,after_db,2.94
1758587928747,live,org.eclipse.ditto:lightswitch:demo,after_db,2.665
1758587928753,live,org.eclipse.ditto:lightswitch:demo,after_db,2.665
1758587928785,live,org.eclipse.ditto:lightswitch:demo,after_db,3.229
1758587928791,live,org.eclipse.ditto:lightswitch:demo,after_db,3.229
1758587928822,live,org.eclipse.ditto:lightswitch:demo,after_db,2.762
1758587928829,live,org.eclipse.ditto:lightswitch:demo,after_db,2.762
1758587928883,live,org.eclipse.ditto:lightswitch:demo,after_db,3.932
1758587928890,live,org.eclipse.ditto:lightswitch:demo,after_db,3.932
1758587928898,live,org.eclipse.ditto:lightswitch:demo,after_db,2.971
1758587928904,live,org.eclipse.ditto:lightswitch:demo,after_db,2.971
1758587928997,live,org.eclipse.ditto:lightswitch:demo,after_db,3.18
1758587929003,live,org.eclipse.ditto:lightswitch:demo,after_db,3.18
1758587929011,live,org.eclipse.ditto:lightswitch:demo,after_db,3.711
1758587929018,live,org.eclipse.ditto:lightswitch:demo,after_db,3.711
1758587929039,live,org.eclipse.ditto:lightswitch:demo,after_db,2.731
1758587929045,live,org.eclipse.ditto:lightswitch:demo,after_db,2.731
1758587929119,live,org.eclipse.ditto:lightswitch:demo,after_db,3.989
1758587929125,live,org.eclipse.ditto:lightswitch:demo,after_db,3.989
1758587929137,live,org.eclipse.ditto:lightswitch:demo,after_db,3.906
1758587929143,live,org.eclipse.ditto:lightswitch:demo,after_db,3.906
1758587929198,live,org.eclipse.ditto:lightswitch:demo,after_db,3.926
1758587929204,live,org.eclipse.ditto:lightswitch:demo,after_db,3.926
1758587929239,live,org.eclipse.ditto:lightswitch:demo,after_db,3.473
1758587929245,live,org.eclipse.ditto:lightswitch:demo,after_db,3.473
1758587929316,live,org.eclipse.ditto:lightswitch:demo,after_db,3.569
1758587929321,live,org.eclipse.ditto:lightswitch:demo,after_db,3.569
1758587929330,live,org.eclipse.ditto:lightswitch:demo,after_db,3.919
1758587929338,live,org.eclipse.ditto:lightswitch:demo,after_db,3.919
1758587929410,live,org.eclipse.ditto:lightswitch:demo,after_db,2.526
1758587929416,live,org.eclipse.ditto:lightswitch:demo,after_db,2.526
1758587929425,live,org.eclipse.ditto:lightswitch:demo,after_db,2.82
1758587929434,live,org.eclipse.ditto:lightswitch:demo,after_db,2.82
1758587929443,live,org.eclipse.ditto:lightswitch:demo,after_db,2.891
1758587929449,live,org.eclipse.ditto:lightswitch:demo,after_db,2.891
1758587929514,live,org.eclipse.ditto:lightswitch:demo,after_db,3.083
1758587929520,live,org.eclipse.ditto:lightswitch:demo,after_db,3.083
1758587929565,live,org.eclipse.ditto:lightswitch:demo,after_db,2.998
1758587929571,live,org.eclipse.ditto:lightswitch:demo,after_db,2.998
1758587929579,live,org.eclipse.ditto:lightswitch:demo,after_db,2.852
1758587929587,live,org.eclipse.ditto:lightswitch:demo,after_db,2.852
1758587929621,live,org.eclipse.ditto:lightswitch:demo,after_db,2.521
1758587929627,live,org.eclipse.ditto:lightswitch:demo,after_db,2.521
1758587929645,live,org.eclipse.ditto:lightswitch:demo,after_db,2.923
1758587929651,live,org.eclipse.ditto:lightswitch:demo,after_db,2.923
1758587929698,live,org.eclipse.ditto:lightswitch:demo,after_db,3.054
1758587929704,live,org.eclipse.ditto:lightswitch:demo,after_db,3.054
1758587929722,live,org.eclipse.ditto:lightswitch:demo,after_db,2.568
1758587929728,live,org.eclipse.ditto:lightswitch:demo,after_db,2.568
1758587929769,live,org.eclipse.ditto:lightswitch:demo,after_db,2.95
1758587929775,live,org.eclipse.ditto:lightswitch:demo,after_db,2.95
1758587929803,live,org.eclipse.ditto:lightswitch:demo,after_db,3.703
1758587929809,live,org.eclipse.ditto:lightswitch:demo,after_db,3.703
1758587929823,live,org.eclipse.ditto:lightswitch:demo,after_db,3.491
1758587929829,live,org.eclipse.ditto:lightswitch:demo,after_db,3.491
1758587929885,live,org.eclipse.ditto:lightswitch:demo,after_db,3.134
1758587929891,live,org.eclipse.ditto:lightswitch:demo,after_db,3.134
1758587929916,live,org.eclipse.ditto:lightswitch:demo,after_db,2.615
1758587929922,live,org.eclipse.ditto:lightswitch:demo,after_db,2.615
1758587929946,live,org.eclipse.ditto:lightswitch:demo,after_db,3.473
1758587929952,live,org.eclipse.ditto:lightswitch:demo,after_db,3.473
1758587929992,live,org.eclipse.ditto:lightswitch:demo,after_db,3.53
1758587929998,live,org.eclipse.ditto:lightswitch:demo,after_db,3.53
1758587930009,live,org.eclipse.ditto:lightswitch:demo,after_db,3.594
1758587930016,live,org.eclipse.ditto:lightswitch:demo,after_db,3.594
1758587930023,live,org.eclipse.ditto:lightswitch:demo,after_db,3.224
1758587930034,live,org.eclipse.ditto:lightswitch:demo,after_db,3.224
1758587930085,live,org.eclipse.ditto:lightswitch:demo,after_db,3.731
1758587930091,live,org.eclipse.ditto:lightswitch:demo,after_db,3.731
1758587930120,live,org.eclipse.ditto:lightswitch:demo,after_db,3.116
1758587930126,live,org.eclipse.ditto:lightswitch:demo,after_db,3.116
1758587930142,live,org.eclipse.ditto:lightswitch:demo,after_db,2.908
1758587930148,live,org.eclipse.ditto:lightswitch:demo,after_db,2.908
1758587930201,live,org.eclipse.ditto:lightswitch:demo,after_db,2.531
1758587930207,live,org.eclipse.ditto:lightswitch:demo,after_db,2.531
1758587930304,live,org.eclipse.ditto:lightswitch:demo,after_db,2.752
1758587930310,live,org.eclipse.ditto:lightswitch:demo,after_db,2.752
1758587930318,live,org.eclipse.ditto:lightswitch:demo,after_db,3.148
1758587930324,live,org.eclipse.ditto:lightswitch:demo,after_db,3.148
1758587930368,live,org.eclipse.ditto:lightswitch:demo,after_db,2.719
1758587930375,live,org.eclipse.ditto:lightswitch:demo,after_db,2.719
1758587930383,live,org.eclipse.ditto:lightswitch:demo,after_db,3.437
1758587930389,live,org.eclipse.ditto:lightswitch:demo,after_db,3.437
1758587930505,live,org.eclipse.ditto:lightswitch:demo,after_db,2.826
1758587930511,live,org.eclipse.ditto:lightswitch:demo,after_db,2.826
1758587930535,live,org.eclipse.ditto:lightswitch:demo,after_db,3.827
1758587930541,live,org.eclipse.ditto:lightswitch:demo,after_db,3.827
1758587930560,live,org.eclipse.ditto:lightswitch:demo,after_db,2.81
1758587930565,live,org.eclipse.ditto:lightswitch:demo,after_db,2.81
1758587930678,live,org.eclipse.ditto:lightswitch:demo,after_db,2.838
1758587930685,live,org.eclipse.ditto:lightswitch:demo,after_db,2.838
1758587930707,live,org.eclipse.ditto:lightswitch:demo,after_db,3.776
1758587930714,live,org.eclipse.ditto:lightswitch:demo,after_db,3.776
1758587930722,live,org.eclipse.ditto:lightswitch:demo,after_db,3.613
1758587930727,live,org.eclipse.ditto:lightswitch:demo,after_db,3.613
1758587930765,live,org.eclipse.ditto:lightswitch:demo,after_db,3.209
1758587930771,live,org.eclipse.ditto:lightswitch:demo,after_db,3.209
1758587930861,live,org.eclipse.ditto:lightswitch:demo,after_db,3.275
1758587930867,live,org.eclipse.ditto:lightswitch:demo,after_db,3.275
1758587930875,live,org.eclipse.ditto:lightswitch:demo,after_db,3.183
1758587930881,live,org.eclipse.ditto:lightswitch:demo,after_db,3.183
1758587930889,live,org.eclipse.ditto:lightswitch:demo,after_db,3.549
1758587930897,live,org.eclipse.ditto:lightswitch:demo,after_db,3.549
1758587930945,live,org.eclipse.ditto:lightswitch:demo,after_db,2.639
1758587930952,live,org.eclipse.ditto:lightswitch:demo,after_db,2.639
1758587930976,live,org.eclipse.ditto:lightswitch:demo,after_db,3.261
1758587930982,live,org.eclipse.ditto:lightswitch:demo,after_db,3.261
1758587931065,live,org.eclipse.ditto:lightswitch:demo,after_db,3.097
1758587931071,live,org.eclipse.ditto:lightswitch:demo,after_db,3.097
1758587931097,live,org.eclipse.ditto:lightswitch:demo,after_db,3.535
1758587931104,live,org.eclipse.ditto:lightswitch:demo,after_db,3.535
1758587931161,live,org.eclipse.ditto:lightswitch:demo,after_db,3.144
